loci,loci_ampl_rate_Total,loci_ampl_rate_Honduras,loci_ampl_rate_Guyana,loci_ampl_rate_Venezuela,loci_ampl_rate_Colombia
PKG,0.607883817427386,0.382352941176471,0.618055555555556,0.760869565217391,0.891304347826087
PVP01_1315600,0.311203319502075,0.53921568627451,0.197916666666667,0.41304347826087,0.41304347826087
PVP01_1316900,0.0103734439834025,0.0196078431372549,0,0.0652173913043478,0
LRR5,0.589211618257261,0.352941176470588,0.597222222222222,0.826086956521739,0.826086956521739
PVP01_1320900,0.678423236514523,0.431372549019608,0.697916666666667,0.847826086956522,0.934782608695652
PVP01_1323700,0.356846473029046,0.264705882352941,0.291666666666667,0.608695652173913,0.717391304347826
P113,0.0975103734439834,0.00980392156862742,0.104166666666667,0.195652173913043,0.152173913043478
PVP01_1329500,0.329875518672199,0.176470588235294,0.267361111111111,0.652173913043478,0.739130434782609
MCA3,0.0477178423236515,0.215686274509804,0.00347222222222221,0,0
PVP01_1335200,0.0705394190871369,0.166666666666667,0.0208333333333334,0.152173913043478,0.0869565217391305
PVP01_1339900,0.425311203319502,0.166666666666667,0.413194444444444,0.760869565217391,0.739130434782609
ApiAP2_G2,0.107883817427386,0.0392156862745098,0.0555555555555556,0.41304347826087,0.282608695652174
PVP01_1344700,0.340248962655602,0.264705882352941,0.295138888888889,0.739130434782609,0.391304347826087
PVP01_1345500,0.271784232365145,0.235294117647059,0.173611111111111,0.717391304347826,0.521739130434783
CAPD2,0,0,0,0,0
PVP01_1401400,0,0,0,0,0
RBP2a_1,0.721991701244813,0.264705882352941,0.822916666666667,0.91304347826087,0.91304347826087
RBP2a_2,0.711618257261411,0.480392156862745,0.722222222222222,0.934782608695652,0.934782608695652
PVP01_1403000,0.645228215767635,0.147058823529412,0.746527777777778,0.891304347826087,0.869565217391304
CAPH,0.462655601659751,0.323529411764706,0.427083333333333,0.695652173913043,0.760869565217391
GCN1,0.327800829875519,0.343137254901961,0.243055555555556,0.565217391304348,0.58695652173913
PVP01_1406900,0.470954356846473,0.156862745098039,0.472222222222222,0.804347826086957,0.826086956521739
EMC7,0,0,0,0,0
PVP01_1413100_1,0.50207468879668,0.333333333333333,0.465277777777778,0.804347826086957,0.804347826086957
PVP01_1413100_2,0.50207468879668,0.264705882352941,0.496527777777778,0.739130434782609,0.826086956521739
TERT,0.421161825726141,0.0980392156862745,0.4375,0.717391304347826,0.739130434782609
PVP01_1415900,0.304979253112033,0.274509803921569,0.222222222222222,0.58695652173913,0.608695652173913
PVP01_1418900,0.197095435684647,0.107843137254902,0.138888888888889,0.521739130434783,0.434782608695652
PVP01_1421800,0.674273858921162,0.470588235294118,0.684027777777778,0.847826086956522,0.891304347826087
PVP01_1423300,0.00414937759336098,0,0,0.0434782608695652,0
PVP01_1427600,0.632780082987552,0.382352941176471,0.659722222222222,0.782608695652174,0.869565217391304
pvdhps_1,0.20954356846473,0.254901960784314,0.09375,0.543478260869565,0.5
pvdhps_2,0.145228215767635,0.205882352941177,0.0555555555555556,0.434782608695652,0.282608695652174
pvdhps_4,0.601659751037344,0.401960784313726,0.583333333333333,0.847826086956522,0.91304347826087
PPM5,0,0,0,0,0
PVP01_1430700,0.568464730290456,0.5,0.534722222222222,0.804347826086957,0.695652173913043
PIGO,0.0352697095435685,0.156862745098039,0,0,0.0217391304347826
PVP01_1434400,0.016597510373444,0.0490196078431373,0,0.0652173913043478,0
FRM2,0.286307053941909,0.186274509803922,0.291666666666667,0.326086956521739,0.434782608695652
PVP01_1438700,0.757261410788382,0.490196078431373,0.802083333333333,0.91304347826087,0.91304347826087
PVP01_1443400,0.632780082987552,0.480392156862745,0.614583333333333,0.847826086956522,0.869565217391304
PVP01_1444400,0.367219917012448,0.303921568627451,0.326388888888889,0.630434782608696,0.5
PVP01_1445500,0.421161825726141,0.264705882352941,0.385416666666667,0.717391304347826,0.695652173913043
PVP01_1446900,0,0,0,0,0
pvmrp2_1,0.659751037344398,0.490196078431373,0.652777777777778,0.891304347826087,0.847826086956522
pvmrp2_2,0.672199170124481,0.470588235294118,0.694444444444444,0.869565217391304,0.782608695652174
CG2_related,0.759336099585062,0.53921568627451,0.791666666666667,0.869565217391304,0.934782608695652
PWP1,0.597510373443983,0.343137254901961,0.604166666666667,0.847826086956522,0.869565217391304
ApiAP2_2,0.0663900414937759,0.0490196078431373,0.0243055555555556,0.195652173913043,0.239130434782609
PVP01_1463400,0.338174273858921,0.254901960784314,0.263888888888889,0.695652173913043,0.630434782608696
PVP01_1464400,0.406639004149378,0.303921568627451,0.340277777777778,0.717391304347826,0.739130434782609
PVP01_1465800,0.33195020746888,0.303921568627451,0.225694444444444,0.673913043478261,0.717391304347826
PVP01_1467900,0.441908713692946,0.196078431372549,0.416666666666667,0.760869565217391,0.826086956521739
DRS1,0.587136929460581,0.323529411764706,0.59375,0.869565217391304,0.847826086956522
PVP01_1469700,0,0,0,0,0
PVP01_MIT00200_500,0.589211618257261,0.127450980392157,0.670138888888889,0.804347826086957,0.891304347826087
