Yi,Yj,khat,rhat
CON21-71-R2,SP0101254341-R1,40063.4237805174,0.491117704818828
CON21-71-R2,SP0101254341-R2,854.894418447226,0.50799828222398
CON21-71-R2,SP0101254347-R1,2230.15845452273,0.488642924807088
CON21-71-R2,SP0101254347-R2,1361.246868662,0.457861667631763
CON21-71-R2,SP0101254356-R2,1973.45142753466,0.562889819175029
CON21-71-R2,SP0112286091-R1,63015.6089156418,0.506140454900461
CON21-71-R2,SP0112286091-R2,55933.0689880931,0.506769297784892
CON21-71-R2,SP0112286119-R1,53115.3323657434,0.476223916253645
CON21-71-R2,SP0112286119-R2,332.73519559234,0.470274477016847
CON21-71-R2,SP0112286144-R1,91782.3368210407,0.568046663758613
CON21-71-R2,SP0112286144-R2,73247.398840832,0.49471583271202
CON21-71-R2,SP0112286163-R1,1473.79398224018,0.505624039285906
CON21-71-R2,SP0112286163-R2,55191.0076243476,0.480975676702191
CON21-71-R2,SP0112286166-R1,63354.8368377685,0.591305168458282
CON21-71-R2,SP0112286175-R1,793.089242884389,0.536773159936274
CON21-71-R2,SP0112286271-R1,74.0796361699999,0.428915235523266
CON21-71-R2,SP0112286283-R1,2253.78384406565,0.551517895337785
CON21-71-R2,SP0112286283-R2,17538.1422979954,0.532510850107668
CON21-71-R2,SP0112286288-R2,7391.37908239356,0.603609709714902
CON21-71-R2,SP0112286309-R1,45458.1566054665,0.51008357715186
CON21-71-R2,SP0112286309-R2,90.212622394578,0.511979338843844
CON21-71-R2,SP0112286325-R1,77526.9484976728,0.559880087889519
CON21-71-R2,SP0112286325-R2,841.866138097789,0.516532011922692
CON21-71-R2,SP0112286370-R1,67196.4302065165,0.482745655761374
CON21-71-R2,SP0112286370-R2,54421.1766250832,0.47874293873578
CON21-71-R2,SP0112286435-R1,83.7325801310301,0.549029098699194
CON21-71-R2,SP0112286435-R2,2846.62328621838,0.568899009381553
CON21-71-R2,SP0112286439-R1,66361.7534802449,0.471721382904739
CON21-71-R2,SP0112286439-R2,57545.2919634982,0.502440291498213
CON21-71-R2,SP0112286453-R1,15625.8919922953,0.513633281812488
CON21-71-R2,SP0112286453-R2,63.8511630892754,0.507482171058655
CON21-71-R2,SP0112286484-R1,65231.7424572391,0.559415955430531
CON21-71-R2,SP0112286484-R2,5538.29727033667,0.570457832843813
CON21-71-R2,SP0112286487-R1,1587.7906345242,0.542041835554548
CON21-71-R2,SP0112286487-R2,1980.2451992635,0.506508943433673
CON21-75-R1,CON21-76-R1,1040.49743978162,0.742126355792089
CON21-75-R1,CON22-138-R1,3361.62285342868,0.731019098959315
CON21-75-R1,CON22-237-R1,210.853494284389,0.744977973349787
CON21-75-R1,CON22-285-R1,40269.7951967111,0.763577176110878
CON21-75-R1,CON22-320-R1,210.853494284389,0.744977973349787
CON21-75-R1,CON22-326-R1,24071.4426951075,0.713018969908586
CON21-75-R1,CON22-327-R1,26679.4311761221,0.725376408916862
CON21-75-R1,HRP0046-R1,2233.10493931158,0.468987621424058
CON21-75-R1,HRP0144-R1,1229.75880937304,0.515454387969314
CON21-75-R1,HRP0148-R1,48682.5025644839,0.518658900791075
CON21-75-R1,HRP0174-R1,97340.0254164425,0.518583935668272
CON21-75-R1,HRP0187-R1,35938.2274782789,0.602757689794009
CON21-75-R1,SP0101254202-R1,59526.2790018572,0.547564701032605
CON21-75-R1,SP0101254202-R2,1482.83449784083,0.567253569265812
CON21-75-R1,SP0101254215-R1,176.678524609929,0.562602420683788
CON21-75-R1,SP0101254215-R2,52220.2534883811,0.514465912135506
CON21-75-R1,SP0101254260-R1,10214.4952452961,0.494949895972037
CON21-75-R1,SP0101254260-R2,152.750960437697,0.553275305544958
CON21-75-R1,SP0101254266-R1,43331.6622763436,0.49253525234568
CON21-75-R1,SP0101254266-R2,94013.9682299364,0.487282666534007
CON21-75-R1,SP0101254283-R1,57618.9684500436,0.555271266837299
CON21-75-R1,SP0101254283-R2,11119.2217956366,0.550273694772277
CON21-75-R1,SP0101254289-R1,1965.37857719868,0.520082495042999
CON21-75-R1,SP0101254289-R2,21382.4665220238,0.491752878290754
CON21-75-R1,SP0101254313-R1,1006.56399043689,0.523610967962213
CON21-75-R1,SP0101254313-R2,7031.70864694251,0.539052351417764
CON21-75-R1,SP0101254334-R2,63880.2122467668,0.511995214192533
CON21-75-R1,SP0101254341-R1,3624.02228296539,0.54875620602196
CON21-75-R1,SP0101254341-R2,50736.7880848455,0.539892222723141
CON21-75-R1,SP0101254347-R1,3346.1221374789,0.423579332595258
CON21-75-R1,SP0101254347-R2,540.247126161208,0.451863762616142
CON21-75-R1,SP0101254356-R2,2014.46502564943,0.540058780087905
CON21-75-R1,SP0112286091-R1,49241.864038569,0.463079634374239
CON21-75-R1,SP0112286091-R2,64461.9311768637,0.45356539521701
CON21-75-R1,SP0112286119-R1,5710.67417564548,0.507688049149104
CON21-75-R1,SP0112286119-R2,7204.92320999464,0.532691387367272
CON21-75-R1,SP0112286144-R1,88698.7670837712,0.520971274227566
CON21-75-R1,SP0112286144-R2,1423.50962917415,0.494962305160622
CON21-75-R1,SP0112286163-R1,71585.7596771402,0.383263448305833
CON21-75-R1,SP0112286163-R2,3293.91133721974,0.371438569264427
CON21-75-R1,SP0112286166-R1,86657.3741779673,0.526391981225944
CON21-75-R1,SP0112286175-R1,44938.820967957,0.496265203819226
CON21-75-R1,SP0112286271-R1,15269.2075883949,0.425717505241303
CON21-75-R1,SP0112286283-R1,641.750975169093,0.537014363946195
CON21-75-R1,SP0112286283-R2,860.763364310219,0.565296300578713
CON21-75-R1,SP0112286288-R2,5364.28531866888,0.552524187703966
CON21-75-R1,SP0112286309-R1,439.673446492599,0.552455299352943
CON21-75-R1,SP0112286309-R2,56767.6064008908,0.472267453398478
CON21-75-R1,SP0112286325-R1,8266.2440998016,0.574089896259926
CON21-75-R1,SP0112286325-R2,16598.7974487442,0.525347414650145
CON21-75-R1,SP0112286370-R1,70457.3162650043,0.471046074712731
CON21-75-R1,SP0112286370-R2,97937.0657812502,0.473610769873687
CON21-75-R1,SP0112286435-R1,59411.8455658496,0.587592637759347
CON21-75-R1,SP0112286435-R2,7926.59933708937,0.579672777048893
CON21-75-R1,SP0112286439-R1,2397.82451999274,0.473564804851764
CON21-75-R1,SP0112286439-R2,2905.0134624302,0.477907985435244
CON21-75-R1,SP0112286453-R1,259.832773748785,0.462660185992718
CON21-75-R1,SP0112286453-R2,410.711674323263,0.48677638123354
CON21-75-R1,SP0112286484-R1,1260.661598416,0.552780974178122
CON21-75-R1,SP0112286484-R2,976.27310972964,0.519191885028317
CON21-75-R1,SP0112286487-R1,12078.3389520343,0.460003378021163
CON21-75-R1,SP0112286487-R2,3617.60083845446,0.467608893769295
CON21-76-R1,CON22-138-R1,49.1064324137221,0.999999997936196
CON21-76-R1,CON22-237-R1,49.1054381758062,0.999999698957936
CON21-76-R1,CON22-285-R1,49.1064324137221,0.999999997936196
CON21-76-R1,CON22-320-R1,49.1054381758062,0.999999698957936
CON21-76-R1,CON22-326-R1,49.1064324137221,0.999999997936196
CON21-76-R1,CON22-327-R1,49.1064324137221,0.999999997936196
CON21-76-R1,HRP0046-R1,339.711703211286,0.587422143672197
CON21-76-R1,HRP0144-R1,13.7269961300377,0.572196321658389
CON21-76-R1,HRP0148-R1,16682.3330908063,0.555709526107179
CON21-76-R1,HRP0174-R1,11392.1999490908,0.591843412100831
CON21-76-R1,HRP0187-R1,51316.9340593758,0.634231045305233
CON21-76-R1,SP0101254202-R1,3438.2654779425,0.612109655810704
CON21-76-R1,SP0101254202-R2,62108.5982475342,0.539498344313442
CON21-76-R1,SP0101254215-R1,39054.9970454326,0.506235588732962
CON21-76-R1,SP0101254215-R2,8552.42124219031,0.495647117031176
CON21-76-R1,SP0101254260-R1,523.710338542222,0.570128890096015
CON21-76-R1,SP0101254260-R2,20405.0690717711,0.508216471947238
CON21-76-R1,SP0101254266-R1,8242.8145718848,0.534413484709513
CON21-76-R1,SP0101254266-R2,3722.92637976214,0.524176680735493
CON21-76-R1,SP0101254283-R1,3422.06630218573,0.487505152070692
CON21-76-R1,SP0101254283-R2,22134.9721791234,0.533010080671453
CON21-76-R1,SP0101254289-R1,9342.12098694581,0.546643625771045
CON21-76-R1,SP0101254289-R2,37921.3006832009,0.531792548333287
CON21-76-R1,SP0101254313-R1,88401.0754504611,0.46414209310205
CON21-76-R1,SP0101254313-R2,63193.0276581069,0.486773435905872
CON21-76-R1,SP0101254334-R2,8605.84065265744,0.534862022695341
CON21-76-R1,SP0101254341-R1,18263.3975679949,0.531180927964602
CON21-76-R1,SP0101254341-R2,541.818022742677,0.477058585572411
CON21-76-R1,SP0101254347-R1,81606.986753585,0.449315079840558
CON21-76-R1,SP0101254347-R2,3424.19785334559,0.475153107919825
CON21-76-R1,SP0101254356-R2,8154.96179036129,0.576039437078289
CON21-76-R1,SP0112286091-R1,87.2168265649888,0.462506364433068
CON21-76-R1,SP0112286091-R2,87.1745690382471,0.462376186969248
CON21-76-R1,SP0112286119-R1,7904.5516493726,0.444947994159782
CON21-76-R1,SP0112286119-R2,78731.2720944943,0.482194913865251
CON21-76-R1,SP0112286144-R1,90180.1181207285,0.595755632278666
CON21-76-R1,SP0112286144-R2,78505.4699810019,0.546019895194394
CON21-76-R1,SP0112286163-R1,818.326992845774,0.468655635003144
CON21-76-R1,SP0112286163-R2,32.5018986173563,0.466760012575833
CON21-76-R1,SP0112286166-R1,101645.243838569,0.589200767507803
CON21-76-R1,SP0112286175-R1,32391.7009843396,0.529676272679353
CON21-76-R1,SP0112286271-R1,87879.4880921531,0.428944470874848
CON21-76-R1,SP0112286283-R1,42897.1872832279,0.581134190892146
CON21-76-R1,SP0112286283-R2,41665.9114231107,0.573827785143678
CON21-76-R1,SP0112286288-R2,96341.1282573872,0.532705478244261
CON21-76-R1,SP0112286309-R1,69401.5385271957,0.445466725722587
CON21-76-R1,SP0112286309-R2,2956.86028083178,0.504498922626786
CON21-76-R1,SP0112286325-R1,21697.3837393205,0.491097691710803
CON21-76-R1,SP0112286325-R2,13713.2614820093,0.46795888688176
CON21-76-R1,SP0112286370-R1,558.452500785352,0.520773055730388
CON21-76-R1,SP0112286370-R2,90.5747819628596,0.483610095077893
CON21-76-R1,SP0112286435-R1,866.486946572459,0.548494956010332
CON21-76-R1,SP0112286435-R2,129.033203125,0.55859375
CON21-76-R1,SP0112286439-R1,96668.521171182,0.511937397172753
CON21-76-R1,SP0112286439-R2,5585.09090752827,0.521791531656963
CON21-76-R1,SP0112286453-R1,3106.16261114235,0.506285476892749
CON21-76-R1,SP0112286453-R2,3326.48215213009,0.505897145872422
CON21-76-R1,SP0112286484-R1,35388.2414576698,0.527420499901331
CON21-76-R1,SP0112286484-R2,350.810408640602,0.524766423244955
CON21-76-R1,SP0112286487-R1,55706.9595985481,0.521030401464615
CON21-76-R1,SP0112286487-R2,68981.4928572024,0.522364356331348
CON22-138-R1,CON22-237-R1,49.1063000834526,0.999999775189899
CON22-138-R1,CON22-285-R1,49.1064324137221,0.999999997936196
CON22-138-R1,CON22-320-R1,49.1063000834526,0.999999775189899
CON22-138-R1,CON22-326-R1,49.1063000834526,0.999999775189899
CON22-138-R1,CON22-327-R1,49.1064324137221,0.999999997936196
CON22-138-R1,HRP0046-R1,19239.9130368997,0.588035002227375
CON22-138-R1,HRP0144-R1,72235.2363434856,0.616348732248408
CON22-138-R1,HRP0148-R1,614.150635692362,0.540544785854308
CON22-138-R1,HRP0174-R1,2366.70910668181,0.584617132709752
CON22-138-R1,HRP0187-R1,3795.92545826205,0.577555086913392
CON22-138-R1,SP0101254202-R1,1013.03909050488,0.514904153098488
CON22-138-R1,SP0101254202-R2,91753.9889443023,0.544714625537357
CON22-138-R1,SP0101254215-R1,2785.52128865329,0.547628425912772
CON22-138-R1,SP0101254215-R2,3445.72109635557,0.503985360342124
CON22-138-R1,SP0101254260-R1,1284.50250912428,0.584907363081782
CON22-138-R1,SP0101254260-R2,78105.8795665257,0.560094794716837
CON22-138-R1,SP0101254266-R1,2431.05078539611,0.548136312615412
CON22-138-R1,SP0101254266-R2,2523.27338069314,0.543833512750847
CON22-138-R1,SP0101254283-R1,3263.18816840558,0.57005133265495
CON22-138-R1,SP0101254283-R2,1056.84463157293,0.536877511571244
CON22-138-R1,SP0101254289-R1,179.898973910789,0.546980491672457
CON22-138-R1,SP0101254289-R2,3858.89450913793,0.560065559515177
CON22-138-R1,SP0101254313-R1,80598.9145168373,0.516112065382126
CON22-138-R1,SP0101254313-R2,11809.2738885818,0.536044311017278
CON22-138-R1,SP0101254334-R2,1437.6689503586,0.502680946286091
CON22-138-R1,SP0101254341-R1,3271.28052310665,0.522123590615263
CON22-138-R1,SP0101254341-R2,8460.78661898169,0.501234680814374
CON22-138-R1,SP0101254347-R1,1120.41688524207,0.48447586897993
CON22-138-R1,SP0101254347-R2,471.460923253615,0.476989674803793
CON22-138-R1,SP0101254356-R2,90573.9139288831,0.549852912209261
CON22-138-R1,SP0112286091-R1,1113.61348447858,0.452667031803844
CON22-138-R1,SP0112286091-R2,1096.2437534791,0.444012036441772
CON22-138-R1,SP0112286119-R1,132.799805422101,0.458245670150063
CON22-138-R1,SP0112286119-R2,6148.98768003415,0.475212196443191
CON22-138-R1,SP0112286144-R1,42864.4146614144,0.584598646014345
CON22-138-R1,SP0112286144-R2,66114.3876098815,0.50360076712318
CON22-138-R1,SP0112286163-R1,84388.6145193288,0.498873959904232
CON22-138-R1,SP0112286163-R2,19953.824056657,0.469217529823688
CON22-138-R1,SP0112286166-R1,66888.7402025755,0.552559625364792
CON22-138-R1,SP0112286175-R1,8933.20497311133,0.535698787571573
CON22-138-R1,SP0112286271-R1,2165.53575648854,0.450675045461773
CON22-138-R1,SP0112286283-R1,3826.1573584748,0.565976794159268
CON22-138-R1,SP0112286283-R2,4569.4192558146,0.549242226989853
CON22-138-R1,SP0112286288-R2,41629.2958262552,0.558802602156739
CON22-138-R1,SP0112286309-R1,60112.0046821688,0.495674050961955
CON22-138-R1,SP0112286309-R2,5375.15442424889,0.534149468867781
CON22-138-R1,SP0112286325-R1,435.571621559143,0.512117319993195
CON22-138-R1,SP0112286325-R2,24205.0645772155,0.554251397553176
CON22-138-R1,SP0112286370-R1,820.835901822902,0.515634965602658
CON22-138-R1,SP0112286370-R2,62228.4891549204,0.495877231064755
CON22-138-R1,SP0112286435-R1,99979.8631637279,0.578604287269286
CON22-138-R1,SP0112286435-R2,4609.02270365227,0.579730938055207
CON22-138-R1,SP0112286439-R1,137.123219595524,0.500793633516878
CON22-138-R1,SP0112286439-R2,359.001290036873,0.442439309451032
CON22-138-R1,SP0112286453-R1,129.08203125,0.4609375
CON22-138-R1,SP0112286453-R2,1913.40471623479,0.468502467016746
CON22-138-R1,SP0112286484-R1,2132.80287853128,0.543833714115044
CON22-138-R1,SP0112286484-R2,2447.98828255451,0.540093045288008
CON22-138-R1,SP0112286487-R1,16433.7207788341,0.52000240367453
CON22-138-R1,SP0112286487-R2,1566.76638300895,0.497942052857927
CON22-237-R1,CON22-285-R1,49.1064324137221,0.999999997936196
CON22-237-R1,CON22-320-R1,49.1064324137221,0.999999997936196
CON22-237-R1,CON22-326-R1,49.1064324137221,0.999999997936196
CON22-237-R1,CON22-327-R1,49.1064324137221,0.999999997936196
CON22-237-R1,HRP0046-R1,17082.0866550313,0.584652614933988
CON22-237-R1,HRP0144-R1,2698.33426474243,0.611312754686802
CON22-237-R1,HRP0148-R1,75767.2582864514,0.533934837159477
CON22-237-R1,HRP0174-R1,2786.77378530205,0.536106186497173
CON22-237-R1,HRP0187-R1,1303.51760804715,0.634453828352779
CON22-237-R1,SP0101254202-R1,80559.7716331177,0.523528756919972
CON22-237-R1,SP0101254202-R2,64098.5250955633,0.582613600132019
CON22-237-R1,SP0101254215-R1,88522.6107653673,0.516053872114191
CON22-237-R1,SP0101254215-R2,13021.1869359939,0.528078934137924
CON22-237-R1,SP0101254260-R1,2265.01275382024,0.57614960730539
CON22-237-R1,SP0101254260-R2,3343.37095899011,0.5360444327116
CON22-237-R1,SP0101254266-R1,127.843246459961,0.511749267578125
CON22-237-R1,SP0101254266-R2,2095.30904326906,0.511095097461615
CON22-237-R1,SP0101254283-R1,9335.41682976962,0.551543689036037
CON22-237-R1,SP0101254283-R2,2513.14705007437,0.517505479467927
CON22-237-R1,SP0101254289-R1,91414.7093738493,0.54181603570914
CON22-237-R1,SP0101254289-R2,2222.49612506645,0.519904055426742
CON22-237-R1,SP0101254313-R1,48477.2708614757,0.478735741527735
CON22-237-R1,SP0101254313-R2,2589.55916222959,0.495928830069701
CON22-237-R1,SP0101254334-R2,2999.88022147316,0.534301091800767
CON22-237-R1,SP0101254341-R1,50436.9900084782,0.491287128953831
CON22-237-R1,SP0101254341-R2,854.894418447226,0.50799828222398
CON22-237-R1,SP0101254347-R1,2230.15845452273,0.488642924807088
CON22-237-R1,SP0101254347-R2,1364.06901226103,0.458036328538673
CON22-237-R1,SP0101254356-R2,1983.48150007811,0.555632761854297
CON22-237-R1,SP0112286091-R1,59248.6504238607,0.505967227395889
CON22-237-R1,SP0112286091-R2,55933.0689880931,0.506769297784892
CON22-237-R1,SP0112286119-R1,98452.6775253175,0.476298728164017
CON22-237-R1,SP0112286119-R2,339.274095210774,0.47036079562964
CON22-237-R1,SP0112286144-R1,91782.3368210407,0.568046663758613
CON22-237-R1,SP0112286144-R2,52945.8354024289,0.490671189837341
CON22-237-R1,SP0112286163-R1,1431.30488790065,0.497426871903718
CON22-237-R1,SP0112286163-R2,47625.4697511431,0.48446719112923
CON22-237-R1,SP0112286166-R1,63354.8368377685,0.591305168458282
CON22-237-R1,SP0112286175-R1,792.500889588482,0.546410312206717
CON22-237-R1,SP0112286271-R1,57.851337076263,0.428424345598614
CON22-237-R1,SP0112286283-R1,2259.73762966571,0.555264195245353
CON22-237-R1,SP0112286283-R2,17538.1422979954,0.532510850107668
CON22-237-R1,SP0112286288-R2,128.77685546875,0.6025390625
CON22-237-R1,SP0112286309-R1,65697.7071907414,0.504949125089651
CON22-237-R1,SP0112286309-R2,90.0619953330484,0.507153115729139
CON22-237-R1,SP0112286325-R1,69905.7668289334,0.56854265387375
CON22-237-R1,SP0112286325-R2,832.734296676261,0.511965957704569
CON22-237-R1,SP0112286370-R1,68332.7788914476,0.481320991527228
CON22-237-R1,SP0112286370-R2,54421.1766250832,0.47874293873578
CON22-237-R1,SP0112286435-R1,2263.32211508906,0.539614030594173
CON22-237-R1,SP0112286435-R2,2846.62328621838,0.568899009381553
CON22-237-R1,SP0112286439-R1,66361.7534802449,0.471721382904739
CON22-237-R1,SP0112286439-R2,58281.2389476652,0.502630540103292
CON22-237-R1,SP0112286453-R1,15213.60398996,0.50609359966819
CON22-237-R1,SP0112286453-R2,60745.0018744937,0.509567841115433
CON22-237-R1,SP0112286484-R1,55189.8241292469,0.555113924408112
CON22-237-R1,SP0112286484-R2,5538.29727033667,0.570457832843813
CON22-237-R1,SP0112286487-R1,1588.4156345242,0.542041835554548
CON22-237-R1,SP0112286487-R2,1980.2451992635,0.506508943433673
CON22-285-R1,CON22-320-R1,49.1064324137221,0.999999997936196
CON22-285-R1,CON22-326-R1,49.1064324137221,0.999999997936196
CON22-285-R1,CON22-327-R1,49.1064324137221,0.999999997936196
CON22-285-R1,HRP0046-R1,2192.48719259911,0.624171278376179
CON22-285-R1,HRP0144-R1,50.9353256225586,0.621536254882812
CON22-285-R1,HRP0148-R1,36.2705475442999,0.557613304452389
CON22-285-R1,HRP0174-R1,10675.3710713715,0.569113793395604
CON22-285-R1,HRP0187-R1,1658.44396916146,0.595872424426187
CON22-285-R1,SP0101254202-R1,1383.74446239851,0.539362680640255
CON22-285-R1,SP0101254202-R2,1569.82975495058,0.5917518226737
CON22-285-R1,SP0101254215-R1,82928.2298813751,0.49716988537476
CON22-285-R1,SP0101254215-R2,10482.575675695,0.459615992287736
CON22-285-R1,SP0101254260-R1,164.180551979225,0.620825939811766
CON22-285-R1,SP0101254260-R2,6396.60664864514,0.576631281642636
CON22-285-R1,SP0101254266-R1,349.344513615506,0.548290074046236
CON22-285-R1,SP0101254266-R2,38792.3920757608,0.562802442772786
CON22-285-R1,SP0101254283-R1,42965.9465122046,0.547467480842821
CON22-285-R1,SP0101254283-R2,91.8664690944695,0.516957211385034
CON22-285-R1,SP0101254289-R1,1085.67536281832,0.541234576388397
CON22-285-R1,SP0101254289-R2,253.468840075888,0.506645973969939
CON22-285-R1,SP0101254313-R1,2813.73799480347,0.472685503607106
CON22-285-R1,SP0101254313-R2,2380.55725442262,0.487858058201875
CON22-285-R1,SP0101254334-R2,4327.09875405776,0.501886807576493
CON22-285-R1,SP0101254341-R1,2177.00545058856,0.527802400233554
CON22-285-R1,SP0101254341-R2,277.941632784132,0.490536849901712
CON22-285-R1,SP0101254347-R1,211.047706171046,0.478191970599113
CON22-285-R1,SP0101254347-R2,1549.40318119556,0.546459190322462
CON22-285-R1,SP0101254356-R2,4791.14527723395,0.559325775249866
CON22-285-R1,SP0112286091-R1,113702.913698493,0.436305863128031
CON22-285-R1,SP0112286091-R2,75592.5221705795,0.441814446420726
CON22-285-R1,SP0112286119-R1,1406.77116568548,0.470366200468561
CON22-285-R1,SP0112286119-R2,10013.7637723746,0.46280779025973
CON22-285-R1,SP0112286144-R1,3740.93063857388,0.595767380774934
CON22-285-R1,SP0112286144-R2,79818.858007851,0.517401683430177
