Sample_id,Parasite_Concentration,Parasite,Threshold,AmpRate,log_parasitemia,log_OR_AmplRate
PF00361,2.50177468579517,P. vivax,20,0.00401606425702811,1.32295186371507,-6.94836723158468
PF00361,2.50177468579517,P. vivax,50,0,1.32295186371507,-7.95419631038687
PF00361,2.50177468579517,P. vivax,100,0,1.32295186371507,-7.95419631038687
PF00362,136.132961389727,P. vivax,1,0.27710843373494,7.08887261353131,-1.35453276031929
PF00362,136.132961389727,P. vivax,5,0.244979919678715,7.08887261353131,-1.59269814950076
PF00362,136.132961389727,P. vivax,10,0.180722891566265,7.08887261353131,-2.14177396112816
PF00362,136.132961389727,P. vivax,20,0.0963855421686747,7.08887261353131,-3.16349873228288
PF00362,136.132961389727,P. vivax,50,0.0200803212851406,7.08887261353131,-5.33985000288462
PF00362,136.132961389727,P. vivax,100,0.0120481927710843,7.08887261353131,-5.93663793900257
PF00399,184.624076220791,P. vivax,1,0.14859437751004,7.52844689215941,-2.4731716752636
PF00399,184.624076220791,P. vivax,5,0.120481927710843,7.52844689215941,-2.81398801439005
PF00399,184.624076220791,P. vivax,10,0.0562248995983936,7.52844689215941,-3.96347412397489
PF00399,184.624076220791,P. vivax,20,0.0240963855421687,7.52844689215941,-5.11150831521699
PF00399,184.624076220791,P. vivax,50,0.0120481927710843,7.52844689215941,-5.93663793900257
PF00399,184.624076220791,P. vivax,100,0.00401606425702811,7.52844689215941,-6.94836723158468
PF00428,34.7347183679848,P. vivax,1,0.0642570281124498,5.11830649477318,-3.77051815387723
PF00428,34.7347183679848,P. vivax,5,0.0602409638554217,5.11830649477318,-3.86418614465428
PF00428,34.7347183679848,P. vivax,10,0.036144578313253,5.11830649477318,-4.57893871309339
PF00428,34.7347183679848,P. vivax,20,0.0200803212851406,5.11830649477318,-5.33985000288462
PF00428,34.7347183679848,P. vivax,50,0.00803212851405622,5.11830649477318,-6.35755200461808
PF00428,34.7347183679848,P. vivax,100,0.00401606425702811,5.11830649477318,-6.94836723158468
